system:index,Fecha,Hora,Temperatura,.geo
634,2022-12-17,,3.1999999999999886,"{""type"":""MultiPoint"",""coordinates"":[]}"
635,2022-12-17,,17.29000000000002,"{""type"":""MultiPoint"",""coordinates"":[]}"
636,2022-12-18,,18.99000000000001,"{""type"":""MultiPoint"",""coordinates"":[]}"
637,2022-12-18,,18.980000000000018,"{""type"":""MultiPoint"",""coordinates"":[]}"
638,2022-12-19,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
639,2022-12-19,,19.480000000000018,"{""type"":""MultiPoint"",""coordinates"":[]}"
640,2022-12-20,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
641,2022-12-20,,19.399999999999977,"{""type"":""MultiPoint"",""coordinates"":[]}"
642,2022-12-21,,18.75999999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
643,2022-12-21,,19.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
644,2022-12-22,,6.970000000000027,"{""type"":""MultiPoint"",""coordinates"":[]}"
645,2022-12-22,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
646,2022-12-23,,17.829999999999984,"{""type"":""MultiPoint"",""coordinates"":[]}"
647,2022-12-23,,11.759999999999991,"{""type"":""MultiPoint"",""coordinates"":[]}"
648,2022-12-24,,7.519999999999982,"{""type"":""MultiPoint"",""coordinates"":[]}"
649,2022-12-24,,10.009999999999991,"{""type"":""MultiPoint"",""coordinates"":[]}"
650,2022-12-25,,8.899999999999977,"{""type"":""MultiPoint"",""coordinates"":[]}"
651,2022-12-25,,15.199999999999989,"{""type"":""MultiPoint"",""coordinates"":[]}"
652,2022-12-26,,-1.3500000000000227,"{""type"":""MultiPoint"",""coordinates"":[]}"
653,2022-12-26,,17.70999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
654,2022-12-27,,15.199999999999989,"{""type"":""MultiPoint"",""coordinates"":[]}"
655,2022-12-27,,20.730000000000018,"{""type"":""MultiPoint"",""coordinates"":[]}"
656,2022-12-28,,,"{""type"":""MultiPoint"",""coordinates"":[]}"
657,2022-12-28,,20.420000000000016,"{""type"":""MultiPoint"",""coordinates"":[]}"
658,2022-12-29,,19.939999999999998,"{""type"":""MultiPoint"",""coordinates"":[]}"
659,2022-12-29,,17.420000000000016,"{""type"":""MultiPoint"",""coordinates"":[]}"
660,2022-12-30,,19.50999999999999,"{""type"":""MultiPoint"",""coordinates"":[]}"
661,2022-12-30,,-3,"{""type"":""MultiPoint"",""coordinates"":[]}"
662,2022-12-31,,-3,"{""type"":""MultiPoint"",""coordinates"":[]}"
663,2022-12-31,,-3,"{""type"":""MultiPoint"",""coordinates"":[]}"
